throughput,throughput_std,mean_wait,mean_wait_std,wait_p95,wait_p95_std,mean_sojourn,mean_sojourn_std,mean_node_util,mean_node_util_std,tasks_dropped,tasks_dropped_std,total_tasks,total_tasks_std,success_tasks,success_tasks_std,balance_policy,elapsed,series
15.92998,0.116378879527172,0.0478903585869544,0.0107868526235946,0.1544999185603221,0.0438335271440258,0.1449534218777599,0.0125311633287058,0.515470437715148,0.0518021651251428,387.1,538.6617584347342,80039.2,420.2824764369792,79649.9,581.8943976358597,least_loaded,26.735646724700928,pol
15.9639,0.0801015480499593,0.0592915602608592,0.007835754264816,0.1391205663858374,0.0475934693415566,0.1544386553452213,0.0135690424197454,0.5063953385572366,0.0388072020586248,193.3,242.9913784478783,80014.9,313.8975788374291,79819.5,400.5077402497984,round_robin,26.17712783813477,pol
15.90158,0.09424200549648772,0.0653843771902349,0.01160941132511322,0.13863517404248457,0.05060582981281246,0.16328400414115105,0.012598672654073375,0.5188762439176982,0.02424480845180474,250.6,324.77752385286766,79760.6,242.25944770018774,79507.9,471.21002748243797,random,38.30639958381653,pol
