mttf,mttr,arrival_rate,service_rate,num_nodes,failure_type,failure_type_enc,best_policy,best_throughput,best_wait_p95,best_dropped
27.937351819630003,15.806624108656651,3.5364473588627012,1.2919140215983518,2,degrade,1,freeze,1.9326666666666668,79.68608749974062,381.4
88.15880389755067,12.90012464400602,3.52419259026887,1.8915619037691382,3,degrade,1,freeze,3.477333333333333,12.55059494561609,0.0
23.272520901882075,12.02177653507891,4.192117987575209,1.85228847143894,5,degrade,1,freeze,4.232666666666667,11.929720706262202,0.0
50.307252578986905,15.1653211258462,2.9195216525921066,1.3470588589821184,2,degrade,1,freeze,2.3133333333333335,58.02364718669999,110.0
33.821740164042595,26.556888016076183,2.811945186956325,2.0100394468377214,4,degrade,1,freeze,2.7686666666666664,16.790408751270338,0.0
66.56129180910176,27.385419390795953,2.509965354408238,1.2247233188131932,5,down,0,drop_queue,2.466666666666667,4.741387659524763,0.0
16.879511882639527,18.355775590093515,2.4971934558568165,2.210751895140235,2,down,0,drop_queue,1.5926666666666667,5.65842121731386,186.8
43.714627456137194,16.830099284714223,2.6495849020304734,1.5338593292759357,3,down,0,drop_queue,2.466,7.801036600668977,17.8
35.36452957012532,28.171776518214788,3.251526098929478,1.5787974118910801,3,degrade,1,freeze,2.8113333333333332,57.554453920308205,65.8
69.7727671073655,21.50691362319212,2.254276901672042,1.872853868552034,5,degrade,1,freeze,2.275333333333333,1.8215027692167591,0.0
81.60115295291045,19.713356298483816,2.391719174703674,1.1256104858451685,4,down,0,drop_queue,2.310666666666667,5.397012752663242,0.0
93.48029285193664,16.81543822083706,4.686421721442944,1.6895124299155373,3,degrade,1,freeze,4.356,27.294388288384766,29.2
53.66144581206763,22.717556535809596,2.9515378300015387,2.334797895455056,4,down,0,drop_queue,3.0100000000000002,1.808513074378555,2.4
