pooled_w95,pooled_mean_wait,mean_w95,std_w95,throughput,throughput_std,n_dropped,n_total,n_total_waits,mttr,elapsed_s
0.14774037743063673,0.046016605120937706,0.14864245167216833,0.04869564069738492,15.9797,0.09156278356042569,75.5,48016.3,479391,5,12.8
0.1394077473460583,0.04461918748509008,0.1440321935618199,0.042860001620026456,15.9638,0.12076747170584577,135.5,48029.2,478914,10,12.5
0.13563329768911103,0.044102885911647655,0.13958070340284962,0.04188768346505803,15.923200000000003,0.16176149795987405,279.6,48051.4,477696,15,11.9
0.12427019877146671,0.04181602270762433,0.1275125841926365,0.031730470897232445,15.870000000000001,0.18680893388105907,404.3,48018.0,476100,20,12.9
0.15045733838937275,0.04812427464339383,0.15247953938964445,0.05970592116825573,15.821166666666667,0.3413892939153185,554.5,48020.3,474635,25,11.8
