pooled_w95,pooled_mean_wait,mean_w95,std_w95,throughput,throughput_std,n_dropped,n_total,n_total_waits,lambda,elapsed_s
0.10864324262969374,0.03519835608026818,0.10620638516658927,0.03590238279008829,9.943966666666666,0.06917248168326934,146.1,29978.9,298319,10.0,7.7
0.11542445431496161,0.038184904442942126,0.118113384082893,0.03327977065158443,14.0054,0.07351142012564377,101.0,42118.9,420162,14.0,10.9
0.151317768726949,0.048308310399832785,0.15797679310851429,0.06061364732934088,17.957500000000003,0.0896012462710939,170.7,54045.6,538725,18.0,11.9
0.33773558246673474,0.08164088911076188,0.3193147721979255,0.24823459940744438,21.973866666666666,0.12040092284622322,59.0,65983.9,659216,22.0,18.8
24.919428104098543,3.008097749316452,14.437413797120442,18.469270174572475,25.840066666666665,0.15948547826613477,255.9,77937.8,775202,26.0,20.7
109.4544907911144,16.89808165896844,65.62938385669722,102.76423985723449,29.36583333333333,1.1362954256901876,110.9,90042.6,880975,30.0,23.0
